Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Distance_km,Weatherconditions,Road_traffic_density,Type_of_order,Type_of_vehicle,City,Festival,Order_DateTime,Order_Date,Order_Time,Day_of_Week,Is_Weekend,Order_ID,Order_Size,Priority
12.680679425405334,75.12120509253371,12.741173792794815,75.21483794932371,12.18192403430763,conditions Windy,Low ,Buffet ,scooter ,Metropolitian ,No ,2025-03-28 18:20:46.715372,2025-03-28,18:20:46.715372,4,0,UNASSIGNED_4213bef9,Small,Express
14.575915225420705,77.7949474003636,14.619707086315845,77.88952804323678,11.28231504416219,conditions Sunny,High ,Meal ,scooter ,Metropolitian ,No ,2025-03-30 19:05:46.715372,2025-03-30,19:05:46.715372,6,1,UNASSIGNED_bf0f832d,Small,Express
15.759650189612785,73.17902082649348,15.916074078838069,73.36258543186861,26.23224525683065,conditions Sunny,High ,Drinks ,motorcycle ,Urban ,No ,2025-03-29 12:57:46.715372,2025-03-29,12:57:46.715372,5,1,UNASSIGNED_40511c9f,Small,Normal
15.547864166407972,76.74699620885227,15.614489777961683,76.74798863856365,7.409192541751504,conditions Sunny,Jam ,Buffet ,motorcycle ,Metropolitian ,No ,2025-03-29 20:21:46.715372,2025-03-29,20:21:46.715372,5,1,UNASSIGNED_263ed879,Medium,Express
16.65131671296576,75.0551828506386,16.660502159363137,75.04725406278305,1.3253833612435724,conditions Sandstorms,High ,Meal ,electric_scooter ,Metropolitian ,No ,2025-03-29 11:02:46.715372,2025-03-29,11:02:46.715372,5,1,UNASSIGNED_4f18f5d8,Small,Normal
18.920069411934684,75.46448010677128,18.94790333995171,75.50316999913058,5.112586681286259,conditions Windy,Jam ,Snack ,scooter ,Metropolitian ,No ,2025-03-28 18:05:46.715372,2025-03-28,18:05:46.715372,4,0,UNASSIGNED_1a1dd333,Medium,Normal
17.762229667232727,74.172223025514,17.817529503146837,74.25950929389562,11.100442141781198,conditions Stormy,Low ,Drinks ,motorcycle ,Metropolitian ,No ,2025-03-29 10:01:46.715372,2025-03-29,10:01:46.715372,5,1,UNASSIGNED_75fe50b5,Small,Normal
18.475477018107377,75.35521117651939,18.558532917584113,75.38993912032706,9.934799035500951,conditions Sandstorms,Medium ,Buffet ,motorcycle ,Metropolitian ,No ,2025-03-29 20:55:46.715372,2025-03-29,20:55:46.715372,5,1,UNASSIGNED_be05f61e,Small,Normal
14.713901353861365,76.11885622565202,14.77692032460823,76.17412869051336,9.188578177097787,conditions Cloudy,Medium ,Buffet ,scooter ,Metropolitian ,No ,2025-03-28 19:05:46.715372,2025-03-28,19:05:46.715372,4,0,UNASSIGNED_743dd663,Small,Normal
21.139395571666455,74.22081621709711,21.218487555911036,74.27341553121501,10.348364331461982,conditions Cloudy,NaN ,Snack ,motorcycle ,NaN ,No ,2025-03-29 07:29:46.715372,2025-03-29,07:29:46.715372,5,1,UNASSIGNED_d6ac87ed,Large,Normal
16.439218948059008,75.07599557674911,16.43057759189236,75.07311910136826,1.0086601421480161,conditions Windy,Low ,Drinks ,motorcycle ,Urban ,No ,2025-03-30 01:31:46.715372,2025-03-30,01:31:46.715372,6,1,UNASSIGNED_23c720b9,Medium,Normal
14.852898587469488,76.59166389671866,14.987208002898416,76.72509776013032,20.70236781009794,conditions Stormy,Medium ,Drinks ,motorcycle ,Urban ,No ,2025-03-28 13:43:46.715372,2025-03-28,13:43:46.715372,4,0,UNASSIGNED_5709b960,Small,Normal
15.357946742391466,71.84397121848724,15.425045662112725,71.92102778120771,11.131551499216569,conditions Stormy,Low ,Buffet ,motorcycle ,Urban ,No ,2025-03-30 20:06:46.715372,2025-03-30,20:06:46.715372,6,1,UNASSIGNED_14475b36,Small,Normal
16.11863236237104,78.02031688584735,16.13659539326745,78.06311012077846,4.988465807002994,conditions Sunny,Low ,Snack ,scooter ,Metropolitian ,No ,2025-03-28 01:19:46.715372,2025-03-28,01:19:46.715372,4,0,UNASSIGNED_1a0b1a1c,Medium,Normal
13.022771897949948,79.09770256171123,13.03846506719657,79.06710402774402,3.74604502006836,conditions Fog,Low ,Drinks ,motorcycle ,Metropolitian ,No ,2025-03-28 12:49:46.715372,2025-03-28,12:49:46.715372,4,0,UNASSIGNED_37288446,Small,Normal
13.410335315837687,73.26698447879345,13.510404876368327,73.34835383909592,14.186024852986844,conditions Cloudy,NaN ,Buffet ,scooter ,Urban ,No ,2025-03-30 19:14:46.715372,2025-03-30,19:14:46.715372,6,1,UNASSIGNED_7efae2c2,Medium,Express
15.492513135211759,77.0602093376598,15.613060032385457,77.18302029625858,18.781666493040277,conditions Sunny,Medium ,Meal ,motorcycle ,Metropolitian ,No ,2025-03-29 20:28:46.715372,2025-03-29,20:28:46.715372,5,1,UNASSIGNED_d792b50f,Large,Normal
19.726298395582234,73.25083484560123,19.81762471479217,73.39334283986571,18.041383059381047,conditions Sandstorms,Medium ,Meal ,motorcycle ,Urban ,No ,2025-03-28 18:48:46.715372,2025-03-28,18:48:46.715372,4,0,UNASSIGNED_daa029b6,Medium,Normal
18.80220165815998,75.21961172981167,18.839420917040815,75.216185588549,4.154272779289986,conditions Sandstorms,Jam ,Snack ,motorcycle ,Metropolitian ,No ,2025-03-28 12:43:46.715372,2025-03-28,12:43:46.715372,4,0,UNASSIGNED_641eee0c,Medium,High
14.827402980010842,74.13320191368044,14.948444129861821,74.26034000092523,19.178469763239647,conditions Stormy,Low ,Meal ,electric_scooter ,Metropolitian ,No ,2025-03-29 19:39:46.715372,2025-03-29,19:39:46.715372,5,1,UNASSIGNED_f5caa090,Medium,Express
14.766328567265095,75.13829861390744,14.879368041532658,75.20773417554449,14.618503118429778,conditions Cloudy,Low ,Meal ,scooter ,Metropolitian ,No ,2025-03-30 14:16:46.715372,2025-03-30,14:16:46.715372,6,1,UNASSIGNED_6e378d6e,Large,Normal
13.876891706320055,76.45940594543362,13.928525711463426,76.52248029809377,8.905850385270268,conditions Sunny,Low ,Buffet ,motorcycle ,Urban ,No ,2025-03-29 04:14:46.715372,2025-03-29,04:14:46.715372,5,1,UNASSIGNED_0dc4e1c5,Large,Normal
18.35083804373783,74.42137797949616,18.40520782940616,74.45215856772317,6.862932230434971,conditions Sandstorms,Jam ,Meal ,scooter ,Metropolitian ,Yes ,2025-03-28 20:23:46.715372,2025-03-28,20:23:46.715372,4,0,UNASSIGNED_8649d1a9,Medium,Normal
8.833336322485003,78.54169167165071,8.93709778710874,78.66713372193166,17.973292187357682,conditions Sandstorms,Medium ,Meal ,scooter ,Metropolitian ,No ,2025-03-29 20:09:46.715372,2025-03-29,20:09:46.715372,5,1,UNASSIGNED_7612c6ff,Small,Normal
19.40604576880526,72.94227390924708,19.428235805736218,72.93736351265589,2.5205829976508536,conditions Fog,Jam ,Drinks ,electric_scooter ,Metropolitian ,No ,2025-03-30 20:51:46.715372,2025-03-30,20:51:46.715372,6,1,UNASSIGNED_a3e6f46a,Small,Normal
12.238696062994102,77.04101210770312,12.26309827861381,77.12804990116405,9.839305086107533,conditions Fog,Low ,Snack ,motorcycle ,Metropolitian ,No ,2025-03-30 18:53:46.715372,2025-03-30,18:53:46.715372,6,1,UNASSIGNED_74126e50,Small,High
16.813263489280164,76.90111409658903,16.912639111581946,76.97355015543192,13.472939215494772,conditions Sunny,Low ,Meal ,scooter ,Urban ,No ,2025-03-28 11:13:46.715372,2025-03-28,11:13:46.715372,4,0,UNASSIGNED_7f38b4d3,Medium,High
16.100816328722086,75.29461513152545,16.149886490688836,75.37100039764347,9.81574969438567,conditions Cloudy,Low ,Drinks ,motorcycle ,Metropolitian ,No ,2025-03-30 11:35:46.715372,2025-03-30,11:35:46.715372,6,1,UNASSIGNED_d9fe26bb,Medium,Normal
15.642345127027042,73.47814479680137,15.703957922561237,73.62958256600596,17.601084546589117,conditions Sandstorms,Jam ,Buffet ,motorcycle ,Metropolitian ,No ,2025-03-28 16:25:46.715372,2025-03-28,16:25:46.715372,4,0,UNASSIGNED_db6024e5,Small,Normal
13.584681636418548,78.62853978878019,13.685853207668877,78.74564346940774,16.931909654182284,conditions Fog,High ,Drinks ,electric_scooter ,Metropolitian ,No ,2025-03-29 05:29:46.715372,2025-03-29,05:29:46.715372,5,1,UNASSIGNED_0c44dcda,Small,Normal
16.60825125416173,74.39919711233304,16.653086491163734,74.44162740183648,6.729875525779359,conditions Windy,Jam ,Drinks ,motorcycle ,Metropolitian ,No ,2025-03-29 11:08:46.715372,2025-03-29,11:08:46.715372,5,1,UNASSIGNED_3b1da3a1,Small,High
19.141087929134038,77.12460194749299,19.218497323503474,77.23029119504646,14.04615944726784,conditions Sunny,Medium ,Snack ,motorcycle ,Metropolitian ,No ,2025-03-28 18:43:46.715372,2025-03-28,18:43:46.715372,4,0,UNASSIGNED_17b64c2f,Large,Express
15.1808892740581,78.58968853735567,15.236358611223672,78.65788175197007,9.569956208866904,conditions Sandstorms,Jam ,Buffet ,motorcycle ,Metropolitian ,No ,2025-03-30 11:36:46.715372,2025-03-30,11:36:46.715372,6,1,UNASSIGNED_13286eef,Medium,Normal
19.11107667788487,74.1925132334929,19.17590119606025,74.21959477207517,7.749222135293035,conditions Fog,Jam ,Snack ,scooter ,Metropolitian ,No ,2025-03-30 11:46:46.715372,2025-03-30,11:46:46.715372,6,1,UNASSIGNED_d1754b0f,Medium,Normal
14.478290492200678,75.70923258447108,14.496141435092095,75.76188200139812,6.0057020260385325,conditions Sandstorms,Low ,Buffet ,scooter ,Urban ,No ,2025-03-28 12:49:46.715372,2025-03-28,12:49:46.715372,4,0,UNASSIGNED_bc57f114,Small,Normal
21.073660411958773,75.18635384847578,21.11623452331464,75.24589411498631,7.782356924211152,conditions Windy,Medium ,Meal ,motorcycle ,Metropolitian ,No ,2025-03-30 13:27:46.715372,2025-03-30,13:27:46.715372,6,1,UNASSIGNED_10a1c44e,Medium,Normal
13.539543560616899,70.24582326230593,13.574054860047186,70.3178330227177,8.678555111451367,conditions Cloudy,Medium ,Buffet ,electric_scooter ,Metropolitian ,No ,2025-03-29 19:00:46.715372,2025-03-29,19:00:46.715372,5,1,UNASSIGNED_309b3750,Small,Normal
12.222776328688884,76.60345379041144,12.29365074304051,76.69939074981927,13.06820964657708,conditions Sunny,Low ,Drinks ,motorcycle ,Metropolitian ,No ,2025-03-28 23:04:46.715372,2025-03-28,23:04:46.715372,4,0,UNASSIGNED_426ec73c,Medium,Normal
18.730301480767373,75.04286600725064,18.811151238223456,75.12641939373026,12.57780984406034,conditions Sandstorms,Jam ,Buffet ,motorcycle ,Metropolitian ,No ,2025-03-30 13:55:46.715372,2025-03-30,13:55:46.715372,6,1,UNASSIGNED_a978cf02,Small,Express
7.443235675539324,83.50427076693478,7.486552385761925,83.49433261914034,4.9396549800213325,conditions Sunny,Jam ,Snack ,electric_scooter ,Metropolitian ,No ,2025-03-29 07:27:46.715372,2025-03-29,07:27:46.715372,5,1,UNASSIGNED_070ef718,Small,Normal
17.482314647660058,73.30534063227663,17.54593674752669,73.33337361854639,7.673617490985354,conditions Sandstorms,Jam ,Meal ,motorcycle ,Metropolitian ,No ,2025-03-29 08:19:46.715372,2025-03-29,08:19:46.715372,5,1,UNASSIGNED_4d2c6cd0,Small,High
18.415985810197093,73.54290819697209,18.50488370683612,73.63895394869348,14.153973317997028,conditions Fog,High ,Drinks ,motorcycle ,Metropolitian ,No ,2025-03-28 18:52:46.715372,2025-03-28,18:52:46.715372,4,0,UNASSIGNED_c8700abd,Small,Express
15.78667754237,77.28634948947409,15.767339650122164,77.28794476597503,2.1570407096426405,conditions Stormy,Jam ,Buffet ,motorcycle ,Metropolitian ,No ,2025-03-30 12:48:46.715372,2025-03-30,12:48:46.715372,6,1,UNASSIGNED_e3f5426b,Large,Express
23.339668088433935,72.03029718152901,23.424434668696062,72.14321267631453,14.88816247348724,conditions Stormy,Jam ,Snack ,scooter ,Metropolitian ,No ,2025-03-29 03:49:46.715372,2025-03-29,03:49:46.715372,5,1,UNASSIGNED_66cdad7e,Small,Normal
18.812874954084577,74.80219719943099,18.853813155380696,74.87172422487714,8.617562936049186,conditions Sunny,Low ,Buffet ,motorcycle ,Metropolitian ,No ,2025-03-30 13:16:46.715372,2025-03-30,13:16:46.715372,6,1,UNASSIGNED_9101c839,Small,High
20.328400763545773,74.45371688741675,20.41175706060256,74.51549905055654,11.286602472392628,conditions Windy,Low ,Buffet ,electric_scooter ,Metropolitian ,No ,2025-03-28 12:25:46.715372,2025-03-28,12:25:46.715372,4,0,UNASSIGNED_58b0a4bc,Medium,Normal
9.212566617540203,78.47511142605087,9.318047576955024,78.61090185227424,18.96428464174922,conditions Windy,Low ,Meal ,scooter ,Metropolitian ,No ,2025-03-28 20:07:46.715372,2025-03-28,20:07:46.715372,4,0,UNASSIGNED_d87ee53b,Large,Express
7.812777632037863,78.04240776481461,7.93251603584077,78.14615584947101,17.545913468947113,conditions Stormy,Low ,Buffet ,motorcycle ,Metropolitian ,No ,2025-03-28 13:44:46.715372,2025-03-28,13:44:46.715372,4,0,UNASSIGNED_1e86c805,Small,Express
11.217130561351524,79.5509194497435,11.260374138531049,79.61974285222328,8.914161463849668,conditions Stormy,Medium ,Drinks ,scooter ,Urban ,No ,2025-03-28 00:22:46.715372,2025-03-28,00:22:46.715372,4,0,UNASSIGNED_5ca56a25,Medium,High
19.225385563515797,74.4178468326282,19.413105653736263,74.5717397486539,26.390878654790214,conditions Windy,Medium ,Meal ,motorcycle ,Metropolitian ,No ,2025-03-30 12:26:46.715372,2025-03-30,12:26:46.715372,6,1,UNASSIGNED_19b6da53,Large,Express
16.942510118034253,77.80958926143681,16.95030152666357,77.77015477412397,4.283050590523679,conditions Cloudy,Low ,Meal ,motorcycle ,Metropolitian ,No ,2025-03-28 18:28:46.715372,2025-03-28,18:28:46.715372,4,0,UNASSIGNED_5045a02e,Small,Express
17.491592060591348,75.06581921640478,17.505720236293246,75.03253258840442,3.8638118918458204,conditions Stormy,Medium ,Drinks ,scooter ,Metropolitian ,No ,2025-03-28 15:50:46.715372,2025-03-28,15:50:46.715372,4,0,UNASSIGNED_756a51fd,Small,Normal
11.497727794731317,78.08913847934218,11.594901073310282,78.20157124661718,16.333666280202756,conditions Sandstorms,Low ,Drinks ,electric_scooter ,Urban ,No ,2025-03-29 13:10:46.715372,2025-03-29,13:10:46.715372,5,1,UNASSIGNED_0e5c9a54,Small,Express
15.165684897412008,77.44801961942574,15.22742436056117,77.49703531138806,8.648373779844741,conditions Fog,Low ,Meal ,motorcycle ,Metropolitian ,No ,2025-03-29 13:34:46.715372,2025-03-29,13:34:46.715372,5,1,UNASSIGNED_bd31859a,Large,High
15.381580236029619,75.13846245971507,15.389054182054846,75.10506146471577,3.676095905437901,conditions Stormy,Low ,Drinks ,motorcycle ,Urban ,No ,2025-03-30 11:04:46.715372,2025-03-30,11:04:46.715372,6,1,UNASSIGNED_f66048a0,Small,Express
8.114416800110071,83.27255807992306,8.181083668638117,83.3586522408961,12.031574181617883,conditions Cloudy,Jam ,Drinks ,motorcycle ,Metropolitian ,No ,2025-03-28 10:18:46.715372,2025-03-28,10:18:46.715372,4,0,UNASSIGNED_9c93bd4e,Small,Normal
14.857465412115399,77.63110211927209,14.929961370139935,77.6873182711251,10.07351409722014,conditions Fog,Low ,Drinks ,motorcycle ,Urban ,No ,2025-03-28 11:37:46.715372,2025-03-28,11:37:46.715372,4,0,UNASSIGNED_ed16cc06,Medium,Normal
17.950716072217965,73.51029751293795,18.002194488843614,73.53889478131529,6.474118878881011,conditions Sunny,Jam ,Snack ,motorcycle ,Urban ,No ,2025-03-29 21:26:46.715372,2025-03-29,21:26:46.715372,5,1,UNASSIGNED_cd39ba32,Medium,Normal
12.484042964296602,77.12963877339774,12.513512941894833,77.17990024290873,6.364755492227954,conditions Stormy,Jam ,Buffet ,motorcycle ,Urban ,No ,2025-03-30 12:37:46.715372,2025-03-30,12:37:46.715372,6,1,UNASSIGNED_23996d5f,Small,Express
18.9994755246149,75.5214239567065,19.032599498914482,75.57470347625127,6.703613455434007,conditions Fog,High ,Meal ,scooter ,Metropolitian ,No ,2025-03-30 22:40:46.715372,2025-03-30,22:40:46.715372,6,1,UNASSIGNED_db920df4,Medium,Normal
15.933101568456898,75.82868005941589,15.950117092147476,75.82616080754119,1.9111167083542375,conditions Stormy,Low ,Meal ,motorcycle ,Metropolitian ,No ,2025-03-28 17:38:46.715372,2025-03-28,17:38:46.715372,4,0,UNASSIGNED_90d4ee10,Small,Normal
13.827316512903307,77.35311290352304,13.893987841567219,77.45606784989263,13.360278155225886,conditions Windy,Low ,Snack ,motorcycle ,Metropolitian ,No ,2025-03-30 20:20:46.715372,2025-03-30,20:20:46.715372,6,1,UNASSIGNED_5821cac0,Small,Normal
12.715948246202984,76.1334416753002,12.728954659476415,76.14714166869783,2.0735797981426876,conditions Cloudy,Low ,Meal ,scooter ,Metropolitian ,No ,2025-03-30 12:58:46.715372,2025-03-30,12:58:46.715372,6,1,UNASSIGNED_dd740e66,Medium,Express
13.345983908424202,77.81513157572597,13.396946071419498,77.8617961662376,7.5892168220658816,conditions Sandstorms,Jam ,Buffet ,scooter ,Urban ,No ,2025-03-28 12:29:46.715372,2025-03-28,12:29:46.715372,4,0,UNASSIGNED_ac58b40d,Large,Express
15.406962936755985,75.12399009923612,15.492059754145625,75.27818137602021,19.043009034364534,conditions Fog,Low ,Meal ,motorcycle ,Metropolitian ,No ,2025-03-28 19:18:46.715372,2025-03-28,19:18:46.715372,4,0,UNASSIGNED_d19bc0a3,Small,Normal
19.734730023369462,76.34693780067221,19.752332123671657,76.3906820561721,4.979032909733464,conditions Fog,Medium ,Drinks ,motorcycle ,Metropolitian ,No ,2025-03-28 13:14:46.715372,2025-03-28,13:14:46.715372,4,0,UNASSIGNED_a536f1b9,Large,Normal
13.454474076386518,76.08084207796117,13.520219963679937,76.11695896966779,8.288308237822763,conditions Cloudy,Jam ,Snack ,scooter ,Metropolitian ,No ,2025-03-29 11:12:46.715372,2025-03-29,11:12:46.715372,5,1,UNASSIGNED_01309f22,Medium,Express
15.65116431748108,77.37421296333827,15.678324907303693,77.39651744318667,3.8501687482675284,conditions Windy,Jam ,Meal ,motorcycle ,Metropolitian ,No ,2025-03-29 18:47:46.715372,2025-03-29,18:47:46.715372,5,1,UNASSIGNED_5bde2aa6,Small,Normal
18.952236434477886,75.12355412727933,19.001983918581903,75.1546863897106,6.427736449944644,conditions Sunny,Jam ,Buffet ,motorcycle ,Metropolitian ,No ,2025-03-29 14:12:46.715372,2025-03-29,14:12:46.715372,5,1,UNASSIGNED_aa97f43f,Medium,Normal
18.877699125506997,74.14065954807946,18.933146517158914,74.17936674375916,7.3887111537862955,conditions Fog,Low ,Buffet ,scooter ,Urban ,No ,2025-03-28 19:06:46.715372,2025-03-28,19:06:46.715372,4,0,UNASSIGNED_9effbe56,Small,High
17.536465134573035,74.7746050688173,17.658302466147823,74.84996535353339,15.727075639243793,conditions Sandstorms,Low ,Snack ,motorcycle ,Metropolitian ,No ,2025-03-30 08:44:46.715372,2025-03-30,08:44:46.715372,6,1,UNASSIGNED_a09b0d83,Large,Normal
18.545009339292168,75.09423603654272,18.59100142466097,75.18894708964993,11.216861722784422,conditions Sunny,Low ,Meal ,motorcycle ,Metropolitian ,No ,2025-03-28 11:14:46.715372,2025-03-28,11:14:46.715372,4,0,UNASSIGNED_3296906d,Large,Express
12.668202295949982,77.87711839543833,12.735012430003428,77.91082315781927,8.279868064777835,conditions Cloudy,Jam ,Snack ,motorcycle ,Metropolitian ,No ,2025-03-29 19:49:46.715372,2025-03-29,19:49:46.715372,5,1,UNASSIGNED_09f250ac,Small,Normal
15.946353604900677,76.52478575010302,16.000141103164232,76.55125655767915,6.616551479347675,conditions Sunny,Low ,Meal ,motorcycle ,Metropolitian ,No ,2025-03-29 09:45:46.715372,2025-03-29,09:45:46.715372,5,1,UNASSIGNED_afd26a94,Small,Normal
13.750201831792785,74.29356634766725,13.814255077086269,74.37088484402916,10.974933570475674,conditions Fog,Low ,Buffet ,motorcycle ,Metropolitian ,No ,2025-03-29 18:31:46.715372,2025-03-29,18:31:46.715372,5,1,UNASSIGNED_86b2263e,Small,Normal
13.323245451320574,77.98409181672999,13.377476996381066,78.03873917550573,8.445085409099201,conditions Sunny,High ,Buffet ,electric_scooter ,Metropolitian ,No ,2025-03-29 03:19:46.715372,2025-03-29,03:19:46.715372,5,1,UNASSIGNED_ee1b0643,Small,Normal
15.561484410395659,77.55124324639202,15.621828175943342,77.62803182082087,10.614240418972205,conditions Windy,Low ,Snack ,motorcycle ,Metropolitian ,No ,2025-03-29 02:51:46.715372,2025-03-29,02:51:46.715372,5,1,UNASSIGNED_12121b32,Small,Normal
10.390466701189554,77.0379880210259,10.374406563957724,76.99658865345612,4.8674563494600305,conditions Sunny,Medium ,Buffet ,motorcycle ,Metropolitian ,No ,2025-03-30 11:52:46.715372,2025-03-30,11:52:46.715372,6,1,UNASSIGNED_80896ff0,Small,Normal
12.62399359799052,77.34699592620584,12.607407286189153,77.30371811769993,5.045270284580736,conditions Windy,Medium ,Drinks ,motorcycle ,Metropolitian ,No ,2025-03-28 13:52:46.715372,2025-03-28,13:52:46.715372,4,0,UNASSIGNED_681bcba2,Medium,Express
18.98168729248313,75.53043396276632,19.126185286317,75.65757054933441,20.897761976725096,conditions Cloudy,Low ,Meal ,electric_scooter ,Metropolitian ,No ,2025-03-28 20:12:46.715372,2025-03-28,20:12:46.715372,4,0,UNASSIGNED_ad34389e,Small,Normal
18.65974139558457,74.38118395390802,18.70289626372355,74.48629342532237,12.067019715435034,conditions Sunny,Low ,Meal ,motorcycle ,Urban ,No ,2025-03-28 13:48:46.715372,2025-03-28,13:48:46.715372,4,0,UNASSIGNED_8a93fa9a,Large,Express
12.351691868105128,78.72949111957833,12.446101350157669,78.84014465970809,15.956706829399774,conditions Stormy,Low ,Drinks ,motorcycle ,Urban ,No ,2025-03-29 18:00:46.715372,2025-03-29,18:00:46.715372,5,1,UNASSIGNED_15c6d838,Large,Normal
20.582790808507195,70.49411446308848,20.60236399519732,70.49819461524297,2.2174895993384607,conditions Stormy,Medium ,Drinks ,scooter ,Urban ,No ,2025-03-29 13:31:46.715372,2025-03-29,13:31:46.715372,5,1,UNASSIGNED_629b9589,Small,Normal
22.069977333000924,70.56416727873962,22.13205163471576,70.66711655069831,12.654485908979437,conditions Windy,Jam ,Meal ,motorcycle ,Metropolitian ,No ,2025-03-29 19:50:46.715372,2025-03-29,19:50:46.715372,5,1,UNASSIGNED_643799c4,Large,Express
21.832649233913514,74.20273158544592,21.895818877545974,74.26745261433868,9.69264975196244,conditions Windy,Medium ,Drinks ,motorcycle ,Urban ,No ,2025-03-30 03:41:46.715372,2025-03-30,03:41:46.715372,6,1,UNASSIGNED_a04a923c,Small,Normal
17.428142369018033,74.11918068567743,17.530890844026754,74.21722752124346,15.448947845114528,conditions Sunny,High ,Snack ,motorcycle ,Urban ,No ,2025-03-30 08:45:46.715372,2025-03-30,08:45:46.715372,6,1,UNASSIGNED_778ffeb1,Small,High
15.353922747767353,75.38856211695145,15.393718780629273,75.39122039911412,4.4342858471881295,conditions Stormy,Medium ,Buffet ,motorcycle ,Urban ,No ,2025-03-28 19:07:46.715372,2025-03-28,19:07:46.715372,4,0,UNASSIGNED_87322511,Medium,High
21.417625003199955,71.06041543611273,21.47027185934738,71.08834589675958,6.528889482572964,conditions Windy,Low ,Drinks ,motorcycle ,Metropolitian ,No ,2025-03-29 12:39:46.715372,2025-03-29,12:39:46.715372,5,1,UNASSIGNED_5de362b9,Small,Normal
10.088269889511679,78.65529182650545,10.106020145603381,78.67527165624094,2.9461314696431877,conditions Windy,Low ,Snack ,scooter ,Metropolitian ,No ,2025-03-29 08:40:46.715372,2025-03-29,08:40:46.715372,5,1,UNASSIGNED_1f6ee8bd,Medium,Normal
7.994864281162485,76.67473421582541,8.061407214804504,76.77336019056595,13.140455231332107,conditions Fog,Medium ,Buffet ,motorcycle ,Urban ,No ,2025-03-28 19:51:46.715372,2025-03-28,19:51:46.715372,4,0,UNASSIGNED_2fcf046a,Large,Normal
