Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Weatherconditions,Road_traffic_density,Type_of_order,Type_of_vehicle,Festival,City
77c722f4-36c4-428d-b8d0-f68821706ac2,26,4.4,12.847387379511833,84.68092319891011,23.84004383124853,77.03898258092892,22-05-2024,18:06:40,Cloudy,High,Snack,motorcycle,Yes,Urban
3e760f25-b015-4725-b603-084ad6d37b18,23,4.0,27.734780607123977,86.2692633799919,21.68195460875127,76.28461701406259,29-03-2024,14:24:29,Fog,Jam,Buffet,motorcycle,No,Semi-Urban
8048e4b9-f945-4102-b8ce-d4d451d20803,27,4.8,19.77638967163456,82.33954324033084,23.842895432083516,77.97884161414066,24-08-2024,05:42:24,Sunny,Medium,Buffet,motorcycle,No,Urban
550762b1-bd64-4b4b-a499-5af16462c16e,19,3.9,19.685260555379102,70.18789787771445,28.666252788519163,89.82418596911917,24-10-2024,14:14:22,Stormy,High,Meal,scooter,No,Semi-Urban
875229c0-0b1a-4f2d-b8e8-270e5477d777,25,4.1,20.92745089914899,83.55896427049782,20.92788565684604,87.06056101536333,12-02-2025,16:29:12,Cloudy,High,Meal,scooter,No,Metropolitian
d98d9548-7a87-4418-84cd-66f25271a25d,28,4.4,14.363649278650016,70.18226671096622,25.659717054149937,74.2091607176773,14-01-2025,01:25:10,Cloudy,High,Drinks,electric_scooter,Yes,Metropolitian
ba0c69e4-e6f4-41b0-9368-7a112c056216,19,4.0,23.408080393401796,75.7270585187109,17.109391834054016,79.45274798817978,23-09-2024,06:35:52,Stormy,Jam,Drinks,motorcycle,No,Urban
76d19d84-2eeb-4515-b9b2-410be4708ae9,20,4.5,25.37119229245779,76.07541995449478,16.89271660540209,84.2417178546242,04-10-2024,05:21:32,Sunny,Jam,Drinks,scooter,Yes,Semi-Urban
872ad403-e654-4e09-b378-06656fe28a06,23,4.8,16.983145105158478,72.59005699134103,12.028401302305742,84.06605400234866,11-11-2024,11:58:26,Cloudy,Low,Drinks,electric_scooter,No,Metropolitian
c869d1c9-3937-4448-b7a6-e2f61ad3baef,19,4.7,13.880462545159434,86.94135574557637,20.99702316112659,72.86419573396607,23-02-2025,09:54:48,Cloudy,Medium,Buffet,scooter,No,Urban
c8e0b634-eeb6-4686-9e0c-b20c031de39b,49,3.7,23.707842904839143,89.87567060462678,20.426512234082185,81.47607624287491,23-12-2024,20:22:59,Stormy,Medium,Meal,scooter,Yes,Metropolitian
0e9e13cd-63bf-41e7-ab7b-bdea6b1171cd,29,4.5,21.032917639920186,79.25978243462878,28.742078936516517,84.76006736171136,27-05-2024,14:26:22,Stormy,Jam,Snack,motorcycle,Yes,Semi-Urban
799c88be-abb5-4297-858b-59fcbcf2bbc8,20,4.7,19.210909890433893,70.48027976010052,27.828487144950472,77.88750932719225,18-04-2024,02:28:32,Fog,Low,Buffet,scooter,No,Metropolitian
d891038a-4c66-4c1a-9656-907014fbded4,42,3.8,11.413883387720814,73.28412330437983,15.05617755123997,86.9909462159728,12-02-2025,00:35:29,Sunny,Low,Buffet,scooter,Yes,Semi-Urban
21d3a08d-e03d-4de5-be9d-f196b84c6fb1,29,4.7,21.567392039502764,85.40156135562111,12.87979376256204,82.46657266650425,22-08-2024,19:57:24,Stormy,Medium,Drinks,electric_scooter,Yes,Semi-Urban
2fd46ba2-d94f-4a63-881c-b62ce304076c,48,3.7,14.044688245498731,73.09107727008048,23.088581195110727,71.66596833157848,20-05-2024,06:20:03,Fog,Low,Drinks,scooter,No,Semi-Urban
6778b756-b8aa-4b24-b3ae-72ceb58cabab,27,4.9,21.243803008368896,83.40591161315407,12.710605804627724,72.59835134751593,21-04-2024,10:54:49,Sunny,Medium,Meal,electric_scooter,No,Semi-Urban
a8535bab-0033-48dd-b1da-04c7a247a154,45,4.6,17.11507494172087,86.47793666037632,19.41669982992105,78.99023352235541,31-03-2024,07:09:25,Fog,Jam,Drinks,motorcycle,Yes,Metropolitian
a4b7e4f1-36d0-4954-b4e9-d5635f4da266,41,4.1,19.67711959860013,81.12196647054192,22.878988890026225,73.0167692896331,13-07-2024,04:52:19,Cloudy,High,Snack,motorcycle,Yes,Metropolitian
acfeb526-6233-431d-a0c4-6f084238b14f,23,4.7,14.299244817667798,88.68608027567859,12.513989075366787,74.4444028402807,09-03-2025,19:29:57,Cloudy,Low,Drinks,scooter,Yes,Semi-Urban
bf038181-ff3b-469c-993c-483c728e551e,30,4.7,16.108787642261188,85.12258005480591,21.161563230335084,80.1650938998395,04-01-2025,06:30:03,Stormy,High,Meal,electric_scooter,Yes,Semi-Urban
7bb59988-9fe4-4cec-83c9-50b75204ebb7,23,4.1,25.610717090441774,75.51229953409828,13.199281407756601,81.79952266839487,27-09-2024,07:18:18,Sunny,High,Buffet,electric_scooter,No,Metropolitian
7e403a0f-1b7c-4a8c-b85c-6259802207a7,21,5.0,19.730433220561096,82.34999673396256,25.617630520801775,80.73787720615266,26-11-2024,03:30:18,Fog,Medium,Meal,motorcycle,Yes,Metropolitian
9bea3b22-060e-4bb8-8893-56764703186e,19,4.1,20.749136785018596,85.65347650638583,13.264960715651817,83.96339442381236,11-08-2024,08:37:08,Cloudy,Low,Snack,electric_scooter,No,Urban
5abc55e4-8efb-4cd3-ae5e-9a5fbe022bdd,39,4.7,11.01113207193669,78.6684140048056,18.591577057727932,78.88706699073646,11-04-2024,11:06:57,Cloudy,High,Meal,electric_scooter,Yes,Metropolitian
a8ee545e-4187-476b-a5e4-5487a21d20cc,38,3.6,13.733092075306363,80.1596775603223,29.781356912086178,81.01537179210803,14-05-2024,04:50:00,Stormy,High,Snack,electric_scooter,No,Semi-Urban
530c69c6-c189-46ce-8cae-ebbdf50a55f7,22,4.4,21.567775033732325,84.40399419098841,23.084130855644332,70.09933414287282,03-11-2024,22:07:46,Cloudy,Low,Buffet,motorcycle,Yes,Urban
533a9799-c1e1-441c-8e4c-33c5515a0e67,46,4.5,16.625101818473013,73.4121608346132,10.49266430055907,72.37494000438441,30-07-2024,20:51:26,Cloudy,Jam,Meal,scooter,No,Metropolitian
07fb6117-17c2-4a89-b633-f178b867ee29,46,4.3,29.029681271993432,87.14165761753463,11.153777840779192,80.6515785188204,17-03-2025,06:43:33,Sunny,Low,Drinks,motorcycle,No,Metropolitian
79115053-7230-481f-8485-22728ba97148,28,4.7,12.98548697890185,70.4450419189205,17.750101238498225,73.61196451336546,02-12-2024,02:53:13,Cloudy,Jam,Drinks,electric_scooter,Yes,Urban
d145dc08-f5be-475a-9d2b-2c01d560b2d7,38,3.7,24.113350368539123,89.30248764276249,13.796128944419,76.91273490821467,27-11-2024,06:29:21,Stormy,High,Drinks,scooter,No,Metropolitian
7e007d56-6d97-48e8-8633-c8ea4155008f,29,4.0,15.863578158114603,83.5362135277544,25.5025166073004,73.67255827536856,05-10-2024,13:54:27,Sunny,Jam,Buffet,electric_scooter,Yes,Urban
9e3ecc5a-5eb1-456e-94d8-2bf994eb6c13,27,4.7,19.671998145399137,74.7596347731794,15.686442835456235,74.55289322574669,28-04-2024,22:28:44,Cloudy,High,Meal,scooter,No,Metropolitian
0dbdf4eb-265a-49e0-9583-b33903f3380b,19,4.3,22.15841409187401,72.58085833081522,15.030951930506806,87.14820210376422,17-05-2024,07:38:02,Stormy,Jam,Buffet,scooter,No,Semi-Urban
e3807d6b-246a-430a-92c9-1182bf0d5a61,39,4.1,10.857598945813315,89.18539553588855,13.144793362365593,81.12362005803601,18-02-2025,11:08:40,Sunny,Jam,Buffet,motorcycle,No,Metropolitian
9f30c9da-0e57-439a-a283-5d5504b9b3d2,41,4.5,26.970033128264053,72.78284865629429,10.116474230225341,81.39376375641199,16-07-2024,03:28:51,Fog,High,Snack,electric_scooter,No,Urban
93fd5aa8-7184-4f7c-9733-bae3ce508e87,38,4.0,26.454579350917445,80.52684447591315,19.106946253957837,77.55571686052886,07-03-2025,10:45:51,Stormy,Medium,Buffet,motorcycle,No,Semi-Urban
f20e10a1-898f-4e2a-b08b-5234f7d3e95e,31,4.7,14.814218866722769,71.04474929675254,21.81001441917727,87.20116305028832,09-05-2024,05:05:40,Cloudy,Medium,Drinks,motorcycle,No,Semi-Urban
3dc3b634-71d6-4515-b448-571c6af08d25,44,3.9,29.416136805355446,86.23024942958574,12.255066144501443,76.37038176710784,05-04-2024,18:49:39,Fog,Jam,Drinks,motorcycle,No,Metropolitian
7be46505-71eb-49a4-aeab-3aa65f48ee8a,49,3.5,25.861117937511185,75.73234753836522,21.56048102543328,87.98090334006721,19-03-2025,08:27:17,Sunny,Jam,Drinks,electric_scooter,No,Metropolitian
c2a39dd9-f4f3-4777-b083-fc63f9bfa833,19,4.6,21.21317458167757,87.71320732247358,13.487184707113498,78.60598361451028,26-07-2024,09:27:58,Cloudy,High,Buffet,motorcycle,No,Urban
7cab1b3f-3802-42b2-891b-2e3dfe9a9d60,41,4.4,15.408992666739579,78.89988910501776,21.00290736751803,88.06288389430357,09-11-2024,06:39:30,Sunny,Low,Snack,scooter,No,Metropolitian
7f5bb686-2cd2-4537-8fec-eea645b7c24a,46,3.8,11.403665665679974,75.14671602984481,10.581691538947936,79.62886263704846,21-08-2024,16:20:05,Stormy,Jam,Buffet,motorcycle,No,Urban
cd749196-4379-4877-8e1b-455aaad0dcaa,48,3.9,15.634610472635757,73.49810890832211,19.907496909653666,73.45964309054557,09-11-2024,18:54:23,Fog,High,Snack,electric_scooter,No,Urban
cf086ba0-eaf4-4ba5-ac92-e3e80c211fc0,31,4.1,29.310273785265924,76.50198701677282,18.301173888626938,79.66010196393177,26-12-2024,08:47:09,Stormy,Low,Buffet,scooter,Yes,Urban
12de3035-fc14-4e15-913e-1a0d16e9d729,19,3.7,25.218600154407113,76.35464624803244,18.882632930457266,82.9289550783768,16-04-2024,03:25:39,Stormy,High,Buffet,scooter,No,Semi-Urban
c723caa1-eae1-411a-b4d0-d6029c8a5758,38,3.7,13.048171150100288,71.66068789387162,17.33986188643411,78.71875659164283,26-02-2025,16:43:46,Stormy,Medium,Meal,scooter,Yes,Semi-Urban
3e781be4-979d-4bdb-98b5-fe93daa171ee,36,4.0,22.838359039354234,71.10639517921032,20.985064570995085,79.93529731847947,08-12-2024,13:55:29,Stormy,Jam,Meal,electric_scooter,Yes,Metropolitian
d79232dc-56d3-459c-90e5-1949f00ad8ac,23,4.8,24.081136071576935,72.28200356603502,23.332389375446095,88.51547706551798,14-06-2024,04:16:11,Sunny,High,Meal,scooter,No,Urban
32ffa9f0-363c-4828-8672-d86bcaba5c53,35,4.6,28.928209962821565,75.63123884348254,26.87738075959681,78.49174046035154,25-07-2024,22:18:43,Cloudy,Medium,Snack,electric_scooter,Yes,Metropolitian
8c4d96fb-7394-4f4d-82d5-966e3467d525,41,4.4,13.771925493010716,72.65105069971312,16.020882377055976,87.02204355595761,09-08-2024,04:42:25,Stormy,Medium,Drinks,motorcycle,Yes,Metropolitian
4edba265-05dc-4ed5-a22a-aa92fc82759a,21,4.4,10.914647324469058,79.44271471994071,17.93571199366084,74.12842460179164,21-09-2024,03:00:25,Fog,Jam,Buffet,scooter,Yes,Semi-Urban
e5ebba63-8df1-478a-acea-f6a4c206d04a,20,4.4,19.602635840776493,78.17662817317856,10.491738481010358,85.66137702508715,09-12-2024,17:45:00,Fog,Jam,Snack,electric_scooter,Yes,Semi-Urban
13c18bb0-7b7e-407a-b3d6-38a7d6cf4a49,32,4.7,17.64851940273507,77.17199482404595,26.324474556376558,87.6681997791146,01-12-2024,05:15:04,Cloudy,Low,Drinks,scooter,No,Semi-Urban
743e7804-77e1-4a95-a017-e6a5f78506e8,41,3.5,21.2206269084229,73.73173962329815,27.941307834726913,82.84212240128792,02-07-2024,20:21:29,Sunny,High,Meal,electric_scooter,Yes,Metropolitian
43653af3-7c34-4e27-bc34-002e234e98d6,36,4.6,10.163405422074895,73.5032732924079,14.186645763248736,70.49604479018431,15-11-2024,02:57:37,Fog,Low,Drinks,scooter,Yes,Urban
7f9d3417-bbad-402b-806a-194eed7b1afa,34,3.6,19.571779045050718,84.01748085283093,16.726668261405635,89.93382138814701,02-03-2025,13:20:17,Sunny,Medium,Drinks,scooter,No,Metropolitian
5a5e56be-2959-4310-965b-c25790d4442d,20,3.9,20.811921070156018,70.93360838167109,16.186209596479728,72.95230917913723,17-02-2025,20:44:29,Stormy,Medium,Snack,electric_scooter,Yes,Semi-Urban
047df270-da82-404d-a192-0f0b38e726de,28,3.8,20.97946051550123,72.2372246236446,12.034747571701221,73.8245799962431,01-11-2024,20:42:06,Fog,Low,Snack,scooter,No,Urban
b01967b2-0955-4dce-85f5-74de9403a131,34,4.0,11.870700649045084,76.34885390200894,16.576821870439016,88.43896382631667,05-03-2025,22:17:48,Sunny,Low,Meal,scooter,No,Semi-Urban
a9efcb65-e268-4117-9ed7-89e03818ac8f,21,4.2,11.51438437933713,88.94136950678006,12.577870799380284,71.19993142413053,16-08-2024,16:17:59,Cloudy,Low,Meal,scooter,Yes,Urban
84dda208-09b1-4de8-a746-6804e942025f,41,3.9,24.46245820516055,82.55283552184534,24.221586898298966,86.85382064473978,16-11-2024,12:16:58,Sunny,Low,Meal,electric_scooter,No,Metropolitian
b128d939-ccbb-4c3c-b194-16539a9d0ab0,48,4.7,22.253007222288982,75.20460453162475,20.160385106244657,73.16397932032554,26-11-2024,19:33:57,Fog,Low,Meal,electric_scooter,Yes,Semi-Urban
4f424c63-897d-4de7-b2fb-58a374583963,28,4.8,20.334223338537303,85.93438385131057,15.700280930306398,77.19287551535864,18-02-2025,06:43:08,Sunny,Low,Buffet,electric_scooter,Yes,Semi-Urban
73dd6ebe-11f3-437c-8bb5-5c59c340d54a,30,3.5,27.812704662899133,73.90226797620791,22.274559682992653,80.6796866118452,20-06-2024,19:51:09,Fog,Medium,Meal,motorcycle,No,Metropolitian
c74a6279-e17a-4d03-b90c-e40c686ea6a9,23,3.5,27.904235995080587,77.78275060376495,27.109543680797156,76.24832911758614,18-03-2025,04:43:57,Cloudy,Jam,Snack,electric_scooter,Yes,Semi-Urban
62e383e2-b977-43c0-9828-811f32241db6,34,3.7,24.36572414025646,80.83796840358082,26.538713803613433,77.95232241869996,01-05-2024,15:49:45,Fog,Low,Drinks,electric_scooter,Yes,Semi-Urban
f029057a-c25d-4869-9726-ec4911cde112,19,4.9,16.75301224753892,88.27286834480319,23.079761760675844,72.09501878597268,24-09-2024,00:09:26,Cloudy,Medium,Drinks,scooter,Yes,Urban
ebc65cc7-1a49-47bb-bd34-d290b7c4fcc9,48,4.1,12.823426421509367,77.43684038620155,29.903287090576644,74.47258657716904,20-10-2024,18:50:31,Cloudy,High,Drinks,scooter,No,Metropolitian
85663062-fef0-4c8d-abf9-31b507d515a2,42,4.7,16.099592806584575,88.51067286879369,18.637671554693284,73.46842568859589,08-09-2024,05:35:30,Fog,Jam,Meal,scooter,Yes,Semi-Urban
3e83c164-03c4-4129-88d9-92170319b458,41,3.5,10.40804521708684,79.54590511365262,10.824639235191537,83.93240825584957,22-05-2024,03:00:06,Cloudy,Low,Meal,electric_scooter,Yes,Metropolitian
c722aa21-d47b-49e5-be0a-6ffdbcad62ba,26,4.8,13.829503247778707,87.62933660116602,12.254924610870276,74.7023445268262,14-02-2025,04:35:30,Fog,High,Buffet,scooter,Yes,Metropolitian
60fa33d0-f11b-49cd-a52e-1bdd0d1a7473,28,3.8,17.570419597083628,71.87148691089203,13.227163586430786,74.96318891222147,31-05-2024,21:35:32,Sunny,Medium,Snack,motorcycle,No,Urban
1575ea90-02eb-4455-8113-102085d2a571,25,4.1,28.136643109146462,77.88724956548621,10.385949777156116,70.9740251569907,14-12-2024,19:30:26,Cloudy,Low,Snack,electric_scooter,No,Semi-Urban
b22e4ae6-0829-4a7c-800b-3773af349254,36,4.0,26.509073201591743,81.11402522728257,28.51358208852648,76.31681195628366,19-01-2025,21:38:16,Stormy,High,Snack,scooter,No,Metropolitian
dba17cf7-0ca0-4592-8a5f-b917e6cf7010,41,3.9,16.451808668423197,78.80988960601013,16.885147833043163,72.14170177220336,18-02-2025,00:08:36,Sunny,Jam,Buffet,electric_scooter,Yes,Semi-Urban
10ea2e5b-6faf-45fc-b389-75e20321d442,37,3.8,26.349299358487258,84.55511886615712,20.67000529320362,72.83356292426147,17-11-2024,18:20:22,Fog,Low,Drinks,motorcycle,No,Semi-Urban
9001b403-50e8-407d-ab70-8fafe10f356b,21,5.0,10.782884441622112,82.26216432407575,17.774687870361575,76.02997452063143,26-04-2024,10:27:12,Fog,Low,Drinks,motorcycle,No,Metropolitian
0e8e2e3f-d01c-44f6-b878-dc04a0e9ec24,25,4.2,11.082801256003172,87.80731432335125,24.207933150705898,74.55311021564636,12-11-2024,20:55:38,Stormy,High,Drinks,scooter,Yes,Metropolitian
59899ceb-de38-4981-88ab-8ed39072feff,22,4.2,23.190564473270754,85.8810966973358,27.431264539042754,85.5971464462666,03-06-2024,19:04:19,Sunny,Medium,Buffet,scooter,No,Semi-Urban
ed550590-8d81-4e87-a831-6a8bb9730beb,42,4.4,29.78306208732071,72.84040111419851,14.386045367415452,73.71740714041937,04-07-2024,15:22:08,Fog,Jam,Snack,scooter,No,Semi-Urban
229ac89a-0ea3-459d-b2aa-c8af7ce67107,48,3.6,25.630174493567306,72.50532198093103,19.306020420029203,81.78274858222083,09-05-2024,19:18:19,Stormy,Medium,Meal,motorcycle,No,Semi-Urban
940ef4ff-c0e0-43cf-b2fe-8e22af72669e,27,4.9,13.091867635591015,70.23509133693385,20.597628856629022,76.27589925002218,14-10-2024,06:35:06,Stormy,Medium,Snack,electric_scooter,Yes,Urban
9b16c7be-fc14-41dc-a77b-58500d565efd,49,4.4,10.164707993448843,77.53429933817142,24.25968024088118,81.20649300949229,25-09-2024,02:10:18,Sunny,Medium,Meal,electric_scooter,No,Metropolitian
4faa826e-7d8d-4437-bdab-01c35bf81780,18,3.8,24.018875801018346,78.77718540700215,26.552958080378566,72.63523571812166,10-11-2024,00:55:42,Stormy,Medium,Drinks,scooter,No,Metropolitian
85ae8d33-69bd-4fc9-a019-e0864bf25ec5,27,3.8,16.915779774493416,85.36947264939627,17.965718528420773,77.45029339731569,30-03-2024,16:47:10,Cloudy,Low,Drinks,scooter,No,Urban
e96a2012-54e0-40d5-a9e3-fa8a067e9fc1,19,4.4,12.449243354163041,87.38965093200454,18.83500566612936,89.61689132067208,10-11-2024,13:42:38,Cloudy,Jam,Snack,electric_scooter,Yes,Semi-Urban
d13eb1ba-bc1f-4319-aa9d-a3ac05fd68f0,33,4.1,18.532038701526726,78.60359057739858,25.867501532585763,83.75878714624159,24-01-2025,07:06:01,Fog,High,Buffet,electric_scooter,Yes,Metropolitian
6fee241c-3772-4157-a309-25b289860a88,30,3.7,10.040104577991515,82.23592321917587,12.43125531160112,80.5345026991382,19-07-2024,05:49:23,Cloudy,Jam,Buffet,electric_scooter,No,Urban
4c3fc251-f4de-44e0-b6cd-dcd02f2c160a,45,4.1,15.91866728656611,89.39611476237384,16.170518658873156,86.25372798766941,03-09-2024,18:37:13,Stormy,Medium,Drinks,scooter,Yes,Metropolitian
68f3ffb7-8c9b-4a8b-814d-97729144a10c,26,4.5,27.51889330816781,89.6621584591181,21.66526796523194,86.71190373029727,13-09-2024,15:11:48,Sunny,Medium,Drinks,electric_scooter,No,Metropolitian
dd7bd9a6-ecf5-4f00-a0af-ff200c68e6cc,34,4.0,12.892410975913787,72.30063702960021,18.741137055740886,73.23339287172686,26-06-2024,12:25:30,Stormy,Jam,Buffet,electric_scooter,Yes,Metropolitian
1834da77-bb4f-444d-b0b1-aebb7105e32c,31,3.8,20.05150303093683,88.99829553810136,25.729578240270648,73.16726578649074,18-04-2024,19:27:10,Stormy,Low,Meal,electric_scooter,No,Semi-Urban
fff4c0b2-b76c-404d-9818-16836456fbdf,29,3.6,23.045871107302318,86.3662512680609,22.02183916803328,88.3211596901198,25-05-2024,12:27:17,Stormy,Jam,Drinks,motorcycle,No,Urban
8b2c7199-1bf3-48b6-9287-1a323874afb6,39,3.7,16.022732098105934,82.74274957351537,10.740591973256738,80.3473959598927,02-11-2024,10:24:37,Fog,Medium,Meal,motorcycle,No,Urban
fe656510-f202-4866-910b-a05e6de14e89,26,4.7,17.491006257826673,86.64459777949872,24.90310816595927,88.04624975899728,30-09-2024,22:54:21,Stormy,Medium,Buffet,motorcycle,No,Semi-Urban
da695f82-e751-436d-9e74-c920429204b6,41,4.2,29.630073282200804,77.68300560689235,23.58564800818358,75.42190952180144,27-11-2024,01:40:25,Sunny,High,Drinks,motorcycle,No,Semi-Urban
b6e2c13a-870e-4f6e-85b7-cdcaf844fc04,19,5.0,16.761539917945605,88.58658442177652,28.83580536637529,88.88518639814927,11-05-2024,04:16:36,Stormy,High,Meal,scooter,Yes,Metropolitian
a20d3ee8-124e-4f2b-8bad-308aedb055b5,48,3.8,19.27496811550069,81.27504006926956,21.485636897078457,79.73974543292252,24-09-2024,02:31:55,Sunny,Jam,Meal,electric_scooter,Yes,Metropolitian
